InPlay,Velo,SpinRate,HorzBreak,InducedVertBreak
0,93.48,2237,11.81,13.12
0,92.96,2136,8.58,14.73
1,96.85,2101,7.56,16.13
0,92.24,2292,3.41,19.14
0,92.41,2635,1.86,15.77
0,94.85,2106,6.2,14.75
1,94.75,2127,6.9,18.5
0,95.14,2226,16.42,5.45
0,94.88,2245,10.87,19.86
0,94.03,2399,9.64,17.32
0,90.85,2301,10.69,18.63
0,92.85,2041,16.05,5.51
0,92.5,2356,13.54,13.38
0,96.09,2329,17.09,2.51
0,93.87,1985,12.2,15.08
0,96.1,2465,1.84,18.06
0,95.7,2373,17.5,5.97
1,94.72,2354,10.58,13.86
0,95.83,2155,10.73,10.37
0,97.4,2219,4.86,18.95
0,88.92,2084,8.86,13.64
0,91.4,2188,8.3,14.29
0,93.09,2507,11.48,18.57
0,95.19,2122,17.07,11.64
0,94.11,2006,13.63,13.54
0,93.65,2393,8.22,16.54
1,94.44,2308,14.43,13.48
0,95.65,2089,5.41,13.98
0,91.64,1969,16.03,5.51
0,95.73,2500,6.6,18.31
0,93.45,2250,2.33,17.26
0,94.82,2418,6.49,17.85
1,95.22,2245,-3.31,9.75
0,87.58,2226,3.81,18.99
0,93.16,2212,11.01,8.47
1,93.17,2349,10.61,15.89
0,96.01,2527,8.34,17.89
1,93.39,2326,4.09,18.19
0,93.75,2401,6.79,18.96
1,97.79,2259,19.06,13.74
0,96.45,2107,7.97,16.68
0,91.08,2151,5.97,17.7
0,94.42,1999,18.18,9
1,93.91,2194,3.75,19.35
0,96.31,2138,13.39,10.44
1,94.11,2140,14.69,14.15
0,95.91,2429,12.78,12.26
0,93.49,2403,2.87,19.3
0,90.32,2209,11.42,17.4
0,96.8,2402,3.14,15.53
0,92.12,2110,16.04,9.2
0,94.29,2244,7.22,14.03
0,93.97,2413,1.02,13.79
0,93.54,2215,4.22,20.78
0,96.34,2562,16.77,9.27
1,96.1,2399,8.14,19.9
0,94.73,2464,15.8,8.57
0,99.32,2436,19.72,8.23
1,89.49,2201,13.16,10.75
0,92.15,2432,13.23,16.22
0,93.86,2112,8.96,13.96
0,94.58,2004,17.96,4.36
0,94.52,2434,1.86,18.47
0,97.59,2222,5.49,19.75
1,89.02,2074,13.1,14.46
0,89.49,1995,1.64,16.08
0,94.78,2048,6.8,13.65
0,92.94,2192,12.71,13.72
0,95.66,2343,12.73,11.61
1,93.72,2103,10.19,17.81
0,93.04,2307,13.46,11.95
0,93.64,1957,7.84,12.32
1,90.51,2003,17.97,9.33
0,94.84,2284,16.41,12.79
1,94.97,1863,17.59,3.43
1,96.68,2397,16.04,10.25
0,92.44,2029,17.24,4.72
1,97.95,2459,2,18.27
1,92.99,2155,15.06,12.61
0,93.41,2236,8.25,19.41
0,96.78,2494,10.57,21.34
1,96.77,2547,9.93,5.76
0,97.66,2347,9.03,19.53
1,89,2313,6.15,17.41
0,99.13,2319,14.68,12.65
0,97.46,2085,16.76,6.32
0,89.72,1906,11.62,14.35
0,92.58,2179,6.63,16.68
0,97.1,2246,18.68,5.67
0,94.44,2381,12.23,18.84
0,86.67,1797,14,9.45
0,95.45,2319,13.03,12.21
1,94.44,2333,6.23,20.94
0,93.12,2343,0.05,17.12
0,91.02,2347,3.53,19.99
0,94.83,1893,11.04,15.36
0,97.25,2399,8.04,16.03
0,96.63,2339,7.27,15.71
1,95.94,2430,8.19,14.72
0,96.04,2518,9.63,14.58
0,90.18,1843,18.1,8.49
1,87.69,2250,7.21,20.32
0,96.41,2300,11.27,13.8
0,97.73,2140,7.16,13.32
0,93.57,2336,12.5,15.05
0,95.33,2443,-2.16,18.94
0,93.67,1954,17.88,7.78
0,91.44,2219,2.88,20.51
0,99.17,2584,2.69,19.34
0,95.1,2270,9.51,15.42
0,91.2,2199,12.26,10.79
0,99.26,2313,15.55,12.7
1,91.04,2267,12.76,11.65
0,92.51,2282,5.56,12.22
1,93.21,2348,8.74,19.47
0,94.68,2429,2.15,19.63
0,89.83,2432,3.47,22.79
0,95.57,2253,15.69,3.26
0,93.46,2126,15.93,11.38
1,96.05,2138,10.24,11.38
0,95.91,2293,16.9,7.11
1,93.02,2383,4.19,18.17
0,93.62,2470,8.31,17.36
0,90.52,2470,1.37,23.3
0,93.99,2415,3.52,20.6
0,94.15,2227,12.44,14.36
0,94.48,2310,11.76,13.4
0,92.81,1906,13.74,10.67
0,91.68,2287,1.03,14.94
1,87.22,2115,16.59,6.96
1,98.07,2608,4.08,19.48
1,92.21,1944,14.41,8.11
0,94.91,2248,15.15,13.24
0,96.93,2179,14.02,12.01
0,93.74,2144,10.53,18.55
0,97.78,2490,4.55,19.94
0,89.21,2324,-0.19,17.48
0,93.11,1926,4.72,12.82
0,95.85,2377,4.95,19.82
1,94.52,2363,2.79,17.95
1,92.69,2322,8.76,16.51
0,94.84,2540,-0.09,17.32
1,92.19,2178,9.89,17.73
0,94.39,2591,2.42,12.4
0,94.21,2092,11.74,8.37
1,91.98,2456,18.46,9.07
1,91.74,2070,1.06,16.02
0,95.81,2358,8.73,15.96
0,91.75,2258,9.64,9.07
0,93.68,2516,-1.76,5.5
0,94.78,1929,8.42,13.21
0,91.59,2212,7.65,18.04
1,93.61,2022,8.18,12.4
0,93.03,2224,16.24,12.61
0,96.2,2330,10.62,16.65
1,95.09,1783,10.74,15.05
0,94.89,2577,4.15,16.59
0,92.94,2444,-3.01,6.41
1,85.91,1965,18.74,4.7
0,95.59,2306,2.99,15.7
0,98.25,2161,12.02,13.1
1,91.76,1941,15.69,11.58
0,89.67,2319,4.08,18.75
0,96.2,2388,6.14,17.7
0,96.11,2984,5.27,18.32
1,94.07,1949,15.67,9.85
0,96.09,2260,12.88,4.9
0,96.23,2117,13.57,11.11
0,95.98,2310,11.9,13.86
0,96.36,2333,18.05,7.48
0,90.23,2515,6.05,22.76
1,95.72,2517,13.39,18.03
1,94.34,2042,13.32,14.55
0,94.78,2308,7.96,17.32
1,95.04,2421,14.52,13.51
0,94.47,2314,3.26,18.34
0,92.39,1852,9.93,16.64
1,94.19,2147,14.98,13.15
0,92.84,1867,14.87,4.34
1,87.78,1857,15.63,10.03
1,92.57,2195,1.21,18.6
0,95.2,2492,1.05,17.31
0,97.06,2414,18.29,10.04
0,96.96,2570,5.31,17.15
0,93.27,2168,0.3,12.6
1,94.49,2222,9.91,15.74
1,94.5,1982,8.93,15.11
0,89.19,1842,16.5,-0.48
0,95.56,2028,13.84,14.5
0,94.92,2286,16.49,9.97
1,88.46,2042,15.46,7.26
1,93.17,2239,2.95,17.69
1,91.45,2067,12.61,-0.87
1,96.27,2556,6.92,19.13
1,91.85,2378,15.84,9.77
0,93.15,2560,8.11,19.07
0,93.6,1870,11.47,10.03
0,93.09,2347,0.94,11.5
0,96.95,2335,6.46,18.79
0,92.37,2117,13.43,6.86
0,93.01,1894,9.83,12.77
0,88.33,1917,17.61,8.31
0,92.87,2466,8.96,16.43
0,96.97,2094,15.95,11.52
0,94.18,2327,0.93,15.97
0,92.51,2432,3.5,16.26
0,93.92,2411,11.9,15.32
0,89.67,2313,8.59,16.97
0,95.92,2264,18.49,8.68
1,93.84,2337,4.49,18.11
0,92.18,2086,8.45,16.76
0,94.06,2185,14.55,10.65
1,94.18,1974,3.47,16.32
1,94.47,2340,14.52,18.65
0,93.79,2288,3.42,20.89
0,95.89,2559,3.9,16.03
0,94.59,2496,3.6,18.5
0,92.97,2143,6.93,19.2
0,96.19,2313,6.53,16.23
1,93.64,1938,14.87,6.16
0,88.96,2291,15.33,12.68
0,97.09,2235,2.93,20.13
0,91.6,2269,3.01,18.73
0,94.29,2240,8.06,16.34
0,97.21,2314,-0.22,15.07
1,98.3,2342,18.4,4.29
0,89.8,2085,5.54,19.84
0,92.1,2353,6.02,18.44
1,94.35,2375,15.83,11.14
0,92.6,2438,7.67,20.8
1,92.92,2298,6.14,19.87
0,97.53,2296,11.21,13.83
1,96.13,2283,15.05,13.18
0,93.24,2103,4.44,16.52
0,93.73,2237,4.5,15.68
0,96.37,2157,13.47,16.73
0,95.37,2162,4.85,14.01
1,95.8,2169,9.4,17.49
0,97.94,2172,18.17,8.36
0,91.3,2025,12.9,12.04
0,90.82,2300,-2.07,12.12
0,94.21,2244,14.54,15.62
0,92.32,2177,16.25,13.24
0,91.33,1990,16.04,8.72
1,92.99,2094,17.71,11.02
0,92.71,1899,15.29,6.34
0,95.29,2242,18.15,16.09
0,91.53,2158,15.58,12.39
1,92.1,2379,8.88,13.8
0,95.86,1973,7.39,13.46
1,66.44,1391,-5.62,16.42
0,94.36,1941,16.38,6.19
0,94,2286,19.65,3.69
0,93.01,2151,1.67,18.44
1,95.14,2293,12.54,13.84
0,97.79,2475,6.47,16.06
0,94.39,2211,8.57,14.19
0,93.36,2475,1.99,20.25
1,95.04,2287,9.54,14.84
0,94.41,2376,12.14,15.72
0,93.13,2015,7.54,11.32
1,91.97,2511,12.46,10.47
0,96.46,2601,13.31,17.77
0,95.52,2370,12.74,16.42
1,95.17,2166,3.64,16.2
0,99.26,2528,9.65,20.03
0,96.92,2242,1.93,20.83
0,95.6,2208,9.4,16.23
0,94.66,2373,6.01,16.73
0,91.37,2184,13.1,18.36
0,94.39,2013,-0.74,12.04
0,93.27,2320,14.18,14.85
0,91.33,2421,8.77,19.47
1,92.22,1932,16.26,-0.08
0,93.58,2747,6.42,23.81
1,91.65,2314,7.21,21.36
0,91.55,2084,2.24,17.26
0,95.53,2214,6.71,16.19
0,94.9,1850,10.88,-0.27
0,96.47,2344,9.8,14.11
0,97.36,2065,16.51,10.98
1,92.72,1916,15.42,3.88
1,94.97,2424,1.23,17.26
1,92.58,2124,8.35,18.97
0,92.13,2213,10.58,18.05
0,96.46,2059,21.24,10.27
1,96.59,2041,4.85,15.71
0,98.31,2628,13.33,18.95
0,92.16,2322,7.82,23.25
1,97.18,2354,8.1,16.51
0,92.73,2343,8.62,17.77
1,98.87,2514,14.99,17.99
1,91.12,2053,19.57,4.23
0,96.22,2314,5.63,18.04
0,92.27,2312,3.24,17.2
0,91.9,2205,13.82,9
1,92.39,2349,4.14,17.41
0,99.33,2595,11.59,15.28
0,93.14,1999,15.84,9.72
0,95.36,2309,6.6,13.83
1,95.6,2455,4.4,18.55
0,93.71,1998,5.41,16.64
0,99.1,2536,7.74,21.41
1,91.93,2278,10.75,18.3
0,92.35,2036,17.85,7.49
0,95.34,2595,15.22,10.51
0,93.68,2242,8.94,13.19
0,95.81,2126,18.46,3.53
0,91.53,2276,5.33,19.24
0,95.07,2428,5.06,18.95
0,94.46,2019,15,13.78
1,97.19,2110,10.08,13.41
0,94.54,1975,13.97,15.02
0,97.38,2179,17.77,10.68
0,95.96,2222,6.49,19.41
0,94.9,2419,4.27,19.29
0,94.78,2592,3.95,19.43
0,98.6,2143,15.2,9.25
1,92.99,2202,10.14,7.68
0,94.13,2150,8.11,16.1
1,95.66,2260,4.64,21.01
0,93.94,2055,-1.71,15.27
0,94.48,2340,3.4,18.42
0,94.01,2291,12.95,17.83
1,93.12,2592,6,18.82
0,97.17,2375,15.76,17.37
0,93.5,2519,11.23,16.82
0,95.6,2503,10.07,17.9
0,99.21,2406,13.79,12.81
0,94.67,2060,14.35,6.67
1,91.14,2164,2.26,11.23
1,93.88,2722,6.3,16.49
1,93.96,2313,7.95,14.14
0,94.22,2120,15.51,10.18
1,95.44,1863,17.66,8.26
0,97.16,2302,5.47,14.51
0,93.69,2211,4.73,14.33
1,93.68,2519,18.12,5.39
0,97.31,2473,5.61,17.46
0,93.23,2572,1.55,20.57
1,93.27,2499,6.78,17.91
1,90.43,2278,5.13,15.5
1,95.91,2237,12.76,16.25
1,93.75,2396,12.15,16.55
0,88.12,2169,4.83,21.04
0,95.68,2369,-4.4,17.36
1,90.11,1845,7.27,14.25
0,97.84,2424,4.7,19.73
0,98.39,2026,12.37,13.52
0,92.7,2154,7.41,16.74
0,95.81,1867,10.12,13.58
0,94.41,2397,7.05,16.54
0,93.52,2202,18.5,8.46
1,90.43,2393,17.23,9.93
0,98.81,2206,14.29,11.08
1,96.48,2028,13.63,3.86
0,95.42,2462,2.34,18.86
1,93.85,2179,15.09,12.75
0,94.38,2113,7.75,17.14
0,88.37,2242,9.79,21.06
0,95.28,2461,9.11,14.42
0,96.05,2593,10.22,19.51
1,95.25,2353,7.04,18.08
0,93.77,2096,14.26,13.7
1,95.75,2503,8.52,18.55
1,94.56,2494,11.43,17.74
0,91.47,2155,-2.73,17.4
0,92.11,2528,7.97,20.08
0,97.38,2581,11.67,13.92
1,88.97,2114,12.58,14.49
1,87.36,2170,-0.66,13.24
0,93.97,2506,12.16,20.19
1,96.45,1884,15.55,8.79
0,89.91,2252,7.06,21.79
0,89.09,2158,1.94,17.41
0,96.86,2258,6.84,16.26
0,97.39,2396,9.57,20
1,97.77,2277,1.45,18.31
0,94.31,2295,17.31,10.99
0,92.19,2356,15.6,17.65
0,87.88,1787,13.53,10.16
0,90.81,2242,16.35,12.43
0,94.17,2230,16.95,8.76
1,96.14,2036,13.85,11.92
1,93.18,2234,5.84,14.4
1,90.08,2248,14.52,8.83
0,99.48,2348,13.51,14.35
1,92.8,2166,10.31,17.4
0,91.57,1812,4.83,14.9
1,86.29,1812,13.96,7.37
1,95.53,2282,15.14,14.6
1,92.84,1955,6.14,15.46
0,96.85,2292,9.53,17.83
0,93.95,2332,10.69,14.62
1,84.93,2104,15.29,9.35
1,92.2,2350,14.58,14.77
0,91.13,1905,14.93,10.17
0,90.73,2132,4.68,19.29
0,96.94,2198,12.03,16.68
0,97.55,2025,15.41,8.47
0,94.06,2324,4.89,13.14
0,94.12,2329,15.5,14.38
1,88.76,1787,11.52,10.8
1,94.69,2398,4,15.17
1,92.57,2469,11.54,11.15
1,91.58,2459,12.97,16.31
1,96.51,2261,9.73,16.28
0,89.65,2051,9.28,14.17
1,95.11,2549,6.09,17.38
0,94.51,2334,7.54,15.3
0,92.77,2355,8.09,15.74
1,88.54,2111,17.02,4.04
0,93.25,2279,10.82,18.33
0,91.69,2079,4.28,20.96
0,96.25,2017,6.29,12.39
0,97.71,2345,16.9,6.53
0,93.11,1954,15.37,8.71
1,93.32,2160,9.14,17.95
0,84.58,2085,10.13,14.92
1,91.84,2255,13.24,13.05
0,93.55,2328,8.93,15.45
0,93.31,2016,14.11,10.31
0,92.56,2498,11.21,17.18
0,94.7,2046,4.81,11.24
0,95.35,2292,11.72,12.98
1,97.91,2288,18.19,11.03
0,95.07,2420,11.11,17.9
1,94.14,2443,3.74,13.39
1,97.19,2129,18.5,9.5
1,88.94,2218,8.94,17.05
0,95.96,2223,8.23,17.82
0,96.5,2110,9.3,16.85
1,95.74,2220,3.99,16.59
0,94.4,2080,13.77,5.07
0,92.21,2084,11.1,15.41
0,91.86,2215,5.85,5
1,91.79,1912,16.56,11.13
0,93.2,2134,8.24,16.47
0,94.5,2259,10.04,17.78
0,100.9,2011,10.98,8.67
0,95.05,2474,-1.46,19.06
0,99.16,2378,9.79,16.77
0,92.26,2039,15.91,10.92
0,95.01,2469,15.19,8.45
1,92.14,2163,18.77,9.99
0,90.91,2232,11.06,1.08
0,94.15,2234,3.59,10.44
0,93.76,2221,15.53,4.63
0,95.19,2507,5.77,18.77
0,92.13,1954,10.4,16.23
0,95.59,2379,3.64,15.7
0,94.07,2515,18.7,10
1,93.33,1997,16.27,6.63
0,90.27,2029,4.54,18.01
0,97.73,2473,19.95,7.26
0,91.52,2653,1.31,15.02
0,88.14,1954,-0.26,11.22
0,95.81,2690,-1.58,21.45
0,90.57,2217,11.28,11.18
0,93.94,2035,15.35,5.2
0,96.21,1979,6.49,13.45
1,94.1,2291,12.6,14.81
1,85.52,1864,-1.39,9.09
1,98.45,2139,15.74,6.24
0,92.02,2147,3.76,20.54
0,93.11,2359,1.86,17.99
1,92.88,2395,4.92,13.6
0,93.11,2283,10.18,18.08
0,96.71,2456,13.16,15.33
0,94.18,2214,12.21,14.71
0,95.2,2408,4.12,16.74
0,90.79,2225,18.36,5.48
0,96.92,2573,5.43,17.01
1,92.2,2292,7.75,18.74
0,95.21,2252,5.26,16.08
1,92.67,2118,16.48,4.51
1,98.61,2432,15.78,5.33
0,96.04,1934,16.26,0.18
1,91.59,1996,18.62,3.48
0,97.79,2481,14.52,16.65
1,95.73,2167,19.12,10.46
0,97.09,2098,11.83,16.51
1,93.08,2325,14.1,11.65
1,91.48,2185,5.63,2.93
0,93.34,2235,2.9,17.5
0,94.94,2228,11.64,14.98
0,92.18,2034,-0.47,18.09
0,93.81,2141,15.21,7.33
0,91.36,2069,4.73,17.81
0,98.47,2512,3.98,17.19
0,89,2181,10.1,19.5
0,96.03,2032,11.33,14.08
0,92.43,2252,13.32,16.96
1,92.79,1998,14.64,9.52
0,93.52,2253,12.57,11.53
0,96.73,2278,16.97,7.74
0,94.02,2237,14.25,15.96
0,96.04,2281,9.74,16.01
0,92.85,2064,13.13,12.16
0,97.37,2333,9.33,16.14
0,94.85,2250,6.83,14.9
1,91.23,2450,18.67,11.7
0,95.14,1982,9.12,14.44
0,99.69,2310,15.68,11.24
1,93.74,2300,13.36,16
1,97.24,2492,9.44,12.47
0,94.67,2086,11.02,10.05
0,94.51,2021,14.63,7.88
0,95.18,2015,6.87,18.37
0,91.94,2492,3.93,18.27
0,98.39,2380,18.38,8.36
0,95.07,2344,14.62,11.49
1,92.32,2525,3.83,21.52
0,95.21,2349,2.77,17.92
0,95.96,2424,15.37,2.69
0,96.78,2474,9.15,17.55
0,92.68,1957,8.27,13.79
0,92,2552,-3.96,17.04
0,95.92,2260,14.12,11.04
0,95.97,NULL,13.74,17.66
0,93.69,2555,15.41,17.17
0,92.91,1909,15.38,4.28
0,92.27,2178,6.06,14.12
0,94.7,2544,11.43,17.71
0,96.65,2207,12.71,15.26
0,93.43,2118,13.86,10.11
1,93.45,1927,14.44,8.67
0,96.55,2241,9.35,14.72
0,95.7,2336,5.11,16.79
0,97.41,2201,14.29,13.75
0,92.76,2348,17.89,1.2
0,93.62,2248,10.46,19.39
0,93.85,2250,7.88,15.49
1,93.4,2279,11.82,12.5
0,95.56,2285,12.89,12.99
0,97.8,2554,0.52,21.85
0,97.75,2572,7.87,18.12
0,97.74,2316,12.9,13.69
1,91.85,2005,7.85,12.5
0,97.03,2147,15.12,10.77
0,94.27,2329,11.99,17.94
0,94.71,2184,11.36,12.52
0,92.71,2186,3.91,16.11
0,99.39,1834,16.41,10.12
1,95.38,2250,3.84,19.8
1,93.03,2051,13.89,12.5
1,94,2136,12.36,13.52
0,93.26,2265,8.19,15.64
0,93,1921,7.92,15.13
1,91.07,1941,14.96,12.03
0,99.89,2231,16.1,10.28
1,96.32,2320,-4.99,17.47
0,96.58,2314,14.36,3.88
0,93.92,2599,3.12,18.56
0,92.91,2294,19.51,11.46
0,92.7,1934,7.36,13.99
0,95.22,2200,14.85,14.97
1,96.34,2109,17.86,11.99
0,92.48,2988,10.92,10.92
0,94.42,2056,7,11.27
0,93.79,2431,6.44,20.72
0,96.54,2328,8.64,17.15
0,93.42,2168,5.63,16.17
0,92.41,1994,13.89,13.1
1,89.39,2264,11.86,15.59
1,93.75,2184,9.07,13.91
0,96.46,2362,5,16.01
1,93.44,2300,13.66,10.41
0,95.44,2083,8.92,14.51
0,96.26,2491,7.65,17.28
1,96.58,2282,12.24,17.8
1,93.33,2073,13.56,13.43
0,95.44,2714,8.01,19.05
0,94.21,2050,3.49,18.5
0,92.89,2512,5.08,14.52
1,95.59,2492,7.98,11.97
0,93.05,2451,10.66,17.64
0,89.53,2078,14.24,14.24
0,98.72,2405,18.71,11.66
0,96.58,2081,9.9,15.77
0,93.57,2178,6.44,19.25
0,97.32,2224,11.72,15.09
1,93.56,2207,4.53,18.62
0,91.68,2321,9.09,15.34
0,92.72,2225,7.54,16.17
0,59.76,1425,0.5,12.68
1,91.16,1857,13.24,-3.96
0,93.68,2042,2.3,17.45
0,93.29,2101,4.79,21.7
0,97.33,2387,5.13,17.89
0,90.8,2186,6.46,15.16
0,90.62,2199,9.18,16.72
0,96.58,2300,9.44,18.62
0,91.56,2278,6.29,14.79
1,91.85,2158,8.4,10.25
0,94.21,2132,-0.06,16.82
0,99.58,2565,13.6,18.58
0,94.1,2370,11.65,15.83
0,93.29,2122,3.28,16.1
0,91.85,2143,16.18,8.47
0,95.09,2171,14.13,16.76
1,89.13,2163,18.15,9.04
0,90.98,2322,2.96,12.97
0,92.2,2145,17.86,9.12
1,92.8,2278,4.33,19.32
0,92.1,2100,8.85,16.62
1,95.28,2558,-1.34,18.93
0,94.6,2257,8.75,16.28
0,88.06,2180,12.28,12.58
1,97.48,2255,4.02,20.64
0,94.3,2375,3.5,16.48
1,95.47,2388,14.67,9.93
0,93.13,2039,5.92,18.05
1,93.23,2311,6.36,17.75
0,95.84,2408,10.39,13.25
0,94.74,2269,11.82,15.63
0,98.69,2311,9.26,17.92
1,91.67,2079,7.26,15.3
0,94.39,2281,6.9,13.42
0,93.76,2494,10.61,10.4
0,94.35,2417,5.51,19.43
0,96.09,2361,2.87,12.06
0,96.75,2195,-1.18,12.4
0,92.05,2305,7.91,16.38
1,91.64,2132,14.74,10.62
0,91.73,2027,5.06,16.88
0,93.46,2260,7.11,19.83
0,96.88,2385,2.85,20.9
0,90.21,2114,4.12,16.56
0,93.85,2488,4.38,5.1
1,96.72,2199,16.37,8.75
0,94.8,2095,8.4,19.68
1,91.76,2249,9.61,3.62
0,91.22,1997,6.58,15.66
1,96.08,2449,6.44,15.28
0,90.22,2103,16.02,10.39
0,95.85,2459,14.33,12.93
1,94.11,2378,11.15,11.05
1,97.14,2169,11.72,15.39
0,93.44,2154,9.85,16.5
0,86.04,2033,14.27,12.51
0,97.23,2122,19.97,8.07
0,96.99,2413,3.57,20.23
0,96.65,2018,15.74,6.51
0,94.75,2034,15.47,4.45
0,95.08,2247,9.68,15.01
1,95.72,2338,15.71,11.62
1,91.96,2284,3.28,18.88
1,89.31,2034,17.72,9.95
0,94.68,2237,11.92,6.89
1,93.28,2206,7.15,15.66
0,97.09,2583,7.61,19.46
1,94.12,2471,11.7,17.45
0,96.02,2090,10.03,16.11
0,91.94,2309,6.34,18.9
0,96.28,2368,8.04,17.42
0,93.93,2179,4.4,19.62
0,93.3,2140,7.44,14.32
1,94.77,2161,18.1,5.82
0,94.35,2373,7.79,14.3
1,94.3,2640,7.54,12.69
1,92.64,2204,14.04,8.17
0,93.62,2186,14.36,14.43
0,93.41,2430,8.92,18.69
1,95.06,2222,0.57,16.02
0,96.08,2355,6.32,16.81
0,99.87,2342,6.96,15.37
1,97.76,2228,8.65,17.92
0,93.8,2340,10.05,19.18
0,93.78,2115,8.32,14.97
1,92.16,2105,1.57,17.21
1,93.16,1797,11.78,12.66
0,94.34,2440,0.36,10.27
0,95.8,2199,8.82,16.64
0,94.99,2376,4.2,17.97
1,90.29,1915,14.22,-0.34
0,94.4,2212,5.51,16.51
1,94.4,2694,5.77,20.83
0,98.56,2218,7.82,15.97
1,94.54,2046,18.62,9.96
1,95.45,2448,4.45,17.7
0,95.45,1970,8.8,12.39
1,92.51,2133,17.2,11.46
1,92.22,2120,13.76,11.35
0,95.11,2244,13.29,12.7
1,92.11,2275,12.68,11.71
1,92.09,2279,5.01,7.25
0,90.62,2213,4.17,16.93
0,94.39,2260,7.39,18.37
1,95.73,2091,7.87,12.73
0,93.49,2007,7.08,10.95
1,93.69,2298,3.28,19.73
0,93.93,2561,14.92,14.06
0,94,2245,5.19,17.54
0,90.08,2023,5.17,11.63
1,95.2,2153,10.33,16.79
0,96.19,2347,15.71,1.92
1,93.18,2201,10.58,8.67
0,93.26,2462,6.25,20.73
1,91.64,2301,5.02,15.65
0,92.28,2100,16.1,5.13
0,93.38,1993,7.73,15.08
0,93.29,2313,6.76,17.24
1,97.12,2541,15.25,15.95
1,90.71,2109,0.69,19.2
0,93.25,2109,10.06,14.09
1,93.93,2383,15.61,16.55
1,96.92,2276,14.08,13.73
0,98.15,2374,15.42,7.98
0,94.43,2108,6.96,17.79
1,97.46,2421,7.06,17.07
0,92.05,2090,12.06,10.03
1,98.32,2414,12.84,9.31
0,94.87,2652,13.68,17.21
1,88.54,2115,13.08,13.34
1,95.03,2103,13.82,3.72
0,97.72,2525,13.95,12.12
0,93.54,2274,6.14,14.62
0,92.79,2136,4.32,13.53
1,93.74,2274,4.13,17.02
0,91.62,1979,15.01,3.2
0,91.64,2355,13.89,15.35
0,99.63,2288,16.35,4.74
0,95.26,2036,14.95,7.11
0,98.51,2523,6.91,16.12
1,93.59,2384,15.55,6.69
1,94.68,2280,3.58,19.23
1,88.09,2027,14.66,12.93
0,93.29,2379,8.35,18.46
0,90.47,2019,11.15,8.79
0,94.58,2267,4.62,18.79
1,93.71,2184,18.49,8.97
0,94.24,2040,4.99,18.62
0,93.14,2624,7.79,22.35
0,91.48,2300,5.18,16.16
1,95.44,2065,9.91,15.49
0,93.04,2028,7.04,13.86
0,94.01,2135,16.08,5.77
1,91.91,2336,11.1,9.52
0,90.95,2099,16.86,1.77
0,96.58,2770,12.74,18.54
0,95.12,2295,14.39,12.16
0,97.12,2362,3.34,19.45
0,96.42,2263,14.35,9.67
0,95.44,2125,15.53,6.77
0,92.64,2358,5.55,20
0,94.32,2138,7.21,18.08
0,86.92,1827,15.48,13.63
1,92.84,1797,7.04,14.89
0,94.54,2306,4.16,17.4
0,93.78,2541,-0.19,11.34
1,91.18,2070,13.56,1.45
1,90.5,1965,14.83,6.29
0,94.58,2198,10.72,14.23
0,94.15,2301,17.94,12.66
1,93.09,2200,12.79,8.2
0,96.73,2142,4.67,11.69
0,94.62,1993,14,11.93
0,92.06,2650,2.92,16.14
0,91.21,1879,5.56,14.26
1,94.45,2283,18.12,6.18
1,94.55,2273,10.59,14.86
1,94.12,2366,10.93,14.96
1,95.94,2390,7.16,15.26
0,95.25,2132,18.23,7.53
0,95.63,2177,10.88,16.1
0,95.77,2269,9.07,11.23
0,90.14,1893,8.21,17.02
0,92.07,2261,15.44,14.27
0,94.17,2283,7.38,18.22
0,98.67,2004,18.19,6.61
0,94.04,2568,9.38,21.07
0,89.78,2264,4.77,20.55
0,87,2145,4.85,18.79
0,93.88,2266,14.37,11.31
0,96.12,2183,15.98,8.32
0,93.86,2324,9.43,16.82
0,93.77,1953,12.16,12.28
1,95.1,2729,-1.54,17.98
1,93.03,2349,7.93,19.06
0,98.19,2439,6.21,18.92
0,93.49,1814,9.4,13.08
1,91.1,2380,15.92,10.6
1,95.57,2349,6.44,18.21
1,96.97,2378,3.83,14.77
0,88.21,2112,10.86,7.23
1,94.51,2264,4.45,10.98
0,92.03,2140,2.88,18.71
0,93.62,2534,-0.32,7.13
0,90.36,2117,1.51,7.02
0,98.95,2079,19.12,8.61
0,95.19,2145,13.64,15.02
0,90.83,2648,12,18.64
0,93.79,2312,4.44,13.16
0,90.51,2000,16.2,10
0,94.69,2109,5.96,15.72
0,94.57,2276,10.63,16.23
0,97.68,2254,5.32,18.06
0,93.46,2460,6.14,21.1
0,96.68,2144,12.09,12.97
0,96.46,2560,13.64,11.58
0,94.86,2174,16.66,7.89
0,95.43,2648,8.2,9.99
0,94.28,2271,12.25,18.47
0,94.41,2286,-1.31,18.7
0,92.64,2447,8.51,17.29
0,92.28,2478,15.96,14.58
0,93.83,2102,7.2,13.08
0,93.11,2014,10.97,14.86
0,94.02,2269,4.96,16.52
0,95.72,2577,7.94,15.63
0,93.98,2142,1.47,20.53
0,96.99,2320,15.25,7.76
0,96.23,2313,8.69,20.04
0,90.35,2453,13.84,14.62
0,92.85,2411,20.66,10.04
0,93.7,2061,20.02,9.97
1,95.56,2288,1.1,19.81
0,94.71,2395,12.91,11.91
0,96.39,2281,18.6,7.29
0,91.78,1967,12.8,8.68
0,94.33,2101,12.74,12.39
