Velo,SpinRate,HorzBreak,InducedVertBreak
93.87,2198,9.62,17.72
92.19,2064,14.74,12.04
92.28,2610,9.64,20.02
98.28,2249,8.96,17.29
96.55,2353,11.84,14.66
94.54,1981,16.58,7.98
93.99,2258,-0.13,16.19
94.14,2154,7.84,14.47
92.54,2192,8.12,19.1
94.3,2039,7.75,17.74
92.65,2150,7.48,17.33
93.43,2295,3.88,20.21
94.57,2451,5.72,19.36
94.67,2155,19.79,5.54
86,1884,13.14,11.92
89.42,2264,0.26,21.67
93.51,2382,2.93,20.17
93.65,2218,11.36,19.28
89.12,2183,16.78,8.89
91.58,2449,11.23,12.8
95.56,2694,0.67,17.23
96.8,2040,4.22,14.48
94.13,2367,15.07,13.58
93.36,2147,3.15,14.74
96.78,2351,7.1,17.51
96.66,2267,14.85,11.68
95.45,2235,9.6,13.79
91.34,2059,9.68,16.84
94.25,2365,8.16,14.89
94.74,2147,6.53,19.45
90.34,2019,13.72,5.13
95.78,2189,6.5,16.44
96.39,2198,14.43,9.34
92.55,2463,12.52,17.22
93.86,2417,6.34,19
97.73,2235,10.4,15.08
92.95,2146,8.08,14.54
93.95,2375,7.98,19.71
95.44,2181,11.08,16.02
94.8,2324,7.9,18.34
93.58,2441,10.03,18.03
92.74,2295,2.17,14.9
94.63,2301,13.37,10.86
94.32,2034,12.46,11.97
88.91,2207,7.35,11.57
96.38,2503,0.82,17.11
96.13,2437,9.61,18.63
95.07,2433,7.84,11.33
97.92,2297,14.77,10.51
92.76,2229,14.36,12.31
97.5,2344,12.67,12.58
93.85,2284,13.79,5.59
93.84,2250,6.11,17.39
91.88,2229,11.03,7.75
95.48,2434,10.97,16.33
96.54,2355,4.59,18.1
91.94,2278,3.81,18.57
97.99,2372,5.5,21.48
93.57,2021,2.02,17.73
91.16,2012,17.13,3.38
95.34,2069,15.44,8.87
96.02,2379,8.86,15.54
92.59,2024,9.75,17.42
98.45,2423,14.9,11.92
95.11,2190,12.98,12.96
94.54,2282,15.85,13.79
95.86,2308,3.25,18.57
88.9,2003,17.5,1.69
94.53,2361,11.26,15.93
95.39,2408,3.28,15.82
96.69,2139,13.89,13.85
99.38,2251,14.66,14.84
96.35,2391,2.44,19.17
95.73,2245,6.74,15.76
97.64,2727,11.15,20.39
98.88,2137,18.27,7.7
92.67,2328,6.39,19.77
91.02,2113,14.05,1.09
96.5,2594,13.95,18.68
94.89,1913,6.54,9.31
89.61,2164,-1.8,16.13
90.49,2093,4.38,16.1
97.21,2408,6.19,16.19
96.37,2803,13.12,8.3
91.58,2191,6.88,16.7
93.05,2127,7.49,14.96
98.13,2501,8.37,19.38
95.1,2333,13.8,17.05
88.51,2259,13.92,16.1
96.85,1943,13.64,11.28
96.74,2223,16.39,12.54
94.19,2131,9.02,16.66
94.94,2465,0.75,15.09
92.68,2117,-0.71,18.55
98.23,2323,11.05,14.45
92.23,2013,4.57,8.73
94.94,2201,11.4,15.43
97.32,1114,17.87,8.35
95.29,2138,3.55,11.76
94.51,2174,14.8,14.82
95.28,2198,4.49,17.74
94.16,2495,7.84,14.9
95.96,2373,11.58,19.08
94.07,2139,8.64,15.57
92.97,2397,8.71,18.44
91.57,2395,0.18,16.3
93.9,1999,4.11,12.77
92.34,2343,13.08,17
94.96,1965,3.07,17.41
91.3,2162,12.62,15.61
95.9,2517,4.72,19.45
93.82,2394,1.84,14.77
94.59,2282,8.03,15.96
96.12,2362,13.91,7.41
97.25,2308,1.43,17.45
97.67,2171,8.68,16.66
93.42,2309,14.65,6.38
93.25,2627,2.3,15.57
88.68,2122,1.38,11.91
98.71,2155,15.87,14.79
96.36,2167,18.09,8.99
94.51,2334,15.77,14.31
95.03,2174,15.5,11.15
100.64,2540,9.76,17.72
89.57,2200,13.47,19.49
99.31,2420,1.82,19.13
94.13,2220,5.44,18.07
92.17,2429,9.18,18.16
93.19,2168,11.61,8.14
94.65,2135,15.39,4.05
95.2,2148,5.38,17.69
92.89,2066,8.97,16.46
93.63,2147,14.57,17.74
95.62,2193,2.34,19.36
93.97,2422,18.44,5.03
90.28,2244,7.09,14.39
94.88,2658,13.15,18.97
94.98,2045,5.56,18.23
96.43,2394,6.99,18.16
91.49,2487,3.41,14.1
92.11,2159,10.47,11.81
92.62,2167,9.29,15.84
94.15,2289,12.27,12.75
90.97,1974,14.79,8.97
97.08,2234,14.91,10.51
92.86,2008,11.18,10.57
94.35,2169,11.53,15.8
97.78,2600,16.36,6.01
91.55,2116,10.31,15.35
95.95,1999,18.19,9.52
95.38,2230,2.97,17.47
94.8,2510,11.36,15.56
94.33,2179,8.68,17.45
97.7,2407,3.33,15.58
98.96,1969,10.14,12.54
93.58,2017,3.03,14.19
94.21,2284,4.67,20.74
95.83,1974,16.83,9.44
94.9,2154,7.13,15.38
93.83,2019,13.8,8.76
94.77,2418,-1.49,18.62
95.72,2513,10.36,18.78
94.73,2003,5.06,16.3
93.46,2124,17.08,13.43
93.9,2391,10.29,20
90.31,2122,17.42,8.95
96.14,2064,14.8,9.99
90.66,2149,4.82,18.16
96.34,2300,8.92,18.06
94.86,2188,10.65,16.55
92.61,2151,4.29,16.3
93.56,2211,4.71,15.47
95.99,2699,4.42,11.07
92.97,2264,12.7,9.04
93.83,2174,10.67,13.76
93.99,2648,6.93,15.17
93.37,2469,2.57,18.81
93.08,1948,16.7,3.3
94.86,2109,16.11,10.28
91.4,2080,12.56,17.54
91.04,2200,9.43,15.05
93.42,2294,6.48,19.27
89.51,1959,4.3,12.38
93.27,2055,11.88,15.6
92.47,1963,15.86,10.46
92.89,2145,14.91,11.85
95.57,2062,5.56,13.33
91.5,2315,6.33,23.87
97.01,1982,13.7,12.11
88.5,2252,2.18,19.23
96.14,2399,-3.63,17.68
91.92,2130,10.27,18.83
89.65,2050,1.03,11.64
95.9,2165,1.46,15.75
91,1922,15.4,0.17
93.98,2283,14.81,15.06
95.09,2353,8.26,18.54
88.94,2288,11.86,16.32
95.59,2228,-0.29,17.75
94.68,1937,18.4,6.57
92.85,2115,11.11,14.29
71.59,1632,10.07,18.1
91.65,2137,4.37,12.47
96.1,2157,6.37,15.16
98.04,2422,14.85,16.59
93.72,2218,11.19,19.48
98.76,2679,2.26,19.01
94.21,2272,8,18.43
96.6,2163,16.12,18.6
94.07,1862,11.69,8.17
91.26,2113,21.09,5.99
94.66,2205,10.54,16.94
94.34,2031,4.35,15.54
93.98,2247,7.97,17.5
94.8,2110,8.38,9.43
92.61,2348,3.49,18.24
92.77,2400,8.36,19.76
90.33,2028,5.48,16.88
95.35,2234,6.39,15.66
98.51,2273,5.06,19.52
96.9,2265,5.79,18.98
86.59,2045,14.82,15.12
94.83,2166,19.36,3.15
98.74,2281,7.21,15.84
96.72,2197,13.05,1.58
96.87,2365,11.69,12.88
93.46,2352,7.74,14.05
92.44,1510,18.77,9.29
93.03,2057,15.68,11.63
94.46,2467,9.72,19.68
93.23,2384,4.66,20.75
90.82,1921,15.99,5.12
95.86,1999,8.65,15.75
96.36,2351,17.42,12.44
95.1,2106,8.35,16.59
92.84,2983,9.92,18.68
92.32,2293,14.35,14.45
89.59,2565,2.96,15.25
94.32,2113,14.68,13.84
91.75,2225,6.72,12.82
95.36,2351,3.3,14.72
93.02,2390,2.3,19.56
85.41,1726,11.2,10.47
90.21,2004,9.66,16.75
93.3,2268,9.67,14.99
89.55,2036,16.33,7.5
88.51,2372,8.36,18.98
95.21,2305,8.3,17.86
96.05,1830,10.93,10.57
98.75,2203,13.29,11.9
96.09,2270,17.48,6.87
92.93,2183,20.76,9.76
99.56,1986,13.52,7.94
92.97,2255,12.65,11.77
90.57,2251,7.45,19.18
93.72,2566,9.97,17.86
94.52,2015,7.86,13.8
96.63,2072,7.63,14.66
94.71,2303,9.32,15.48
95.49,2021,17.52,10.22
89.9,2174,1.26,14.77
92.22,2344,18.19,7.39
92.37,2213,14.08,14.18
96.84,2251,12.73,14.22
94.15,2199,8.37,15.54
94.25,2194,18.71,8.38
95.64,2462,4.7,16.74
95.56,2153,13.19,12.17
91.05,2454,8.55,17.02
90.93,2476,4.35,21.35
94.85,2028,14.56,12.08
96.31,2320,7.36,18.08
93.67,2476,7.69,19.24
93.87,2132,5.91,14.66
88.62,1998,19.45,-1.39
90.82,2271,6.14,18.41
89.01,2301,-0.34,16.38
95.75,2184,19.14,12.44
93.29,2421,13.36,13.5
93.1,2409,3.81,19.28
98.64,2506,2.25,17.19
89.46,2130,4.63,19.47
95.69,2434,13.44,14.48
93.68,2339,6.77,20.03
95.73,2201,12.61,14.45
91.51,2386,18.65,11.82
90.29,2342,3.05,20.04
90.28,2141,11.88,7.37
91.2,2331,0.73,21.28
96.92,2500,3.73,12.22
95.04,2499,1.14,14.56
95.83,2024,3.82,9.91
97.48,2490,1.63,15.57
94.94,2276,8.75,16.38
90.23,2277,8.09,13.41
91.51,2228,12.7,10.86
92.29,2288,2.79,18.21
89.9,2333,6.52,19.38
91.18,2017,16.16,7.21
92.33,1962,16.05,5.59
92.24,2536,0.37,19.41
93.33,2191,7.21,15.82
91.82,2298,7.9,17.44
96.82,2347,19.03,6.27
93.16,2080,8,14.04
96.03,2407,7.31,20.04
90.1,2122,1.37,18.47
97.2,2409,10.69,16.43
94.79,2109,11.29,12.33
93.21,2002,15.47,10.07
94.82,2251,7.58,11.84
95.38,2500,5.77,17.4
93.9,2206,4.29,14.6
94.84,2490,1.67,18.52
94.89,2475,2.58,16.68
93.61,2269,7.04,20.09
91.4,2344,0.34,14.21
98.94,2400,19.46,8.15
95.85,2606,8.48,12.45
93.03,2197,9.01,15.34
95.75,2196,8.8,9.48
96.41,2361,1.74,16.1
92.17,2384,11.62,14.13
95.12,2105,16.79,7.18
91.21,1817,5.65,13.89
94.14,1988,12.89,12.66
97.33,2298,10.78,14.06
92.94,2222,8.14,19.7
93.16,2076,9.46,14.49
93.62,2138,11.96,15.09
91.25,2314,6.39,20.33
93.33,2533,6.99,18.72
93.26,2124,14.31,14.44
95.1,2146,6.63,12.43
93.32,2148,10.7,11.12
92.55,2110,2.14,12.11
92.27,2513,9.06,18.91
93.75,2364,4.26,17.86
94.77,2453,5.85,20.66
95.25,2176,3.79,16.62
93.73,2263,10.88,15.62
95.76,2549,8.17,19.64
97.07,2302,9.76,16.25
94.92,2234,7.11,16.67
92.8,2389,6.26,13.7
92.6,2252,-1.47,14.42
93.21,2192,11.96,4.83
95.4,2421,5.26,17.93
96.23,1949,14.28,9.01
92.73,2151,0.31,16.92
93.41,2285,1.62,13.91
94.63,2044,16.5,5.76
95.46,2085,15.64,10.5
91.2,2140,9.88,18.57
92.24,1940,4.98,14.98
92.42,2440,8.36,17.53
95.56,2278,8.51,17.69
94.01,2248,8.45,14.04
97.45,2479,12.92,17.05
93.89,2125,3.65,8.44
89.46,2725,6.69,17.95
91.03,2052,5.51,17.5
93.94,2286,15.05,15.51
97.39,2365,14.82,13.45
91.66,2230,7.33,17.41
94.44,2395,2.77,13.73
93.65,2227,15.15,14.13
93.99,2336,9.35,19.81
95.5,2345,11,3.86
96.05,2368,9.39,11.39
92.49,2509,7.56,19.55
95.23,2305,2.31,16.99
92.51,2285,6.02,17.07
88.67,2102,1.77,18.42
90.56,2272,10.82,8.03
94.7,2355,1.08,20.32
97.31,2503,5.7,20.43
95.11,2263,7.06,16.2
96.78,2689,8.29,11.28
97.61,2396,6.86,16.42
94.67,1975,18.04,5.27
96.07,2177,11.62,16.25
94.64,2466,3.74,11.3
92.65,2123,7.86,16.11
91.01,2093,15.49,11
93.72,2703,3.92,19.62
92.38,2121,4.08,14.69
91.93,2421,9.97,13.75
91.02,1889,17.03,6.24
92.53,2544,6.53,13.77
93.04,2225,2.07,16.12
93.61,2536,10.79,15.99
87.25,1908,12.12,12.74
93.76,2195,12.73,9.04
93.38,2598,1.02,15.22
94.86,2410,5.39,17.09
96.04,2404,11.26,17.23
94.93,2507,-0.24,14.65
94.35,2002,18.6,5.8
97.68,2298,11.2,14.01
91.66,1992,5.13,15.99
92.99,2546,12.61,19.01
94.02,1986,8.78,13.93
98.68,2195,8.49,16.44
93.49,2456,9.14,19.31
97.01,2608,4.56,21.14
90.62,2248,0.4,16.98
92.46,2076,3.96,18.16
92.76,2363,15.21,12.33
95.87,2704,0.41,19.23
94.15,2018,11.95,15.81
96.41,2387,12.41,17.92
94.42,2194,4.1,12.86
88.71,2345,8.88,22.14
92.28,2440,-0.39,24.18
89.66,2239,10.3,16.18
91.46,2088,6.37,1.81
97.35,2524,5.05,15.73
95.54,2376,7.17,16.57
87.22,2148,15.14,6.08
96.8,2836,12.34,18.02
86.32,1785,13.11,6.55
95.38,2306,4.72,14.69
92.85,2407,4.23,13.31
91.96,2231,7.21,15.91
93.64,2132,14.98,11.5
91.91,2007,5.21,18.42
93.64,2210,12,14.63
95.04,2028,6.14,15.51
88.48,2322,4.39,18.69
95.83,2167,10.38,17
90.52,1960,9.03,18.11
91.51,2346,7.01,15.69
94.64,2037,18.58,5.11
92.5,2201,16.96,15.61
92.05,2512,4.39,14.91
99.88,2029,9.35,13.55
95.41,2445,6.59,18.68
94.54,2188,11.16,17.6
96.56,2150,8.96,12.74
98.84,2330,12.15,13.7
91.87,2111,14.49,10.86
95.5,NULL,7.62,15.91
90.76,1997,9.72,16.25
91.32,1902,6.47,13.99
89.96,1969,13.29,8.68
97.66,1974,10.73,11.98
93.49,2277,2.84,16.92
92.16,2169,5.15,19.01
95.56,2301,5.64,18.05
98.12,2326,10.02,16.72
92.29,2343,12.75,7.65
95.21,2365,5.92,19.57
91.16,2442,9.04,6.71
94.52,2729,4.38,21.25
94.74,2256,4.52,15.81
95.66,1945,11.07,12.55
96.5,2356,15.47,16.08
98.39,2419,6.27,14.85
97.18,2202,5.69,18.79
95.77,2363,7.93,17.97
94.69,2258,14.31,12.79
95.65,2114,8.81,18.56
92.78,2057,14.39,10.19
93.96,2021,18.41,6.31
93.14,2130,13.88,13.03
92.38,2224,17.31,13.2
94.69,2633,9.86,18.1
92.27,2167,16.56,14.1
94.75,2001,12.98,8.88
94.6,2067,3.05,18.67
88.47,1928,9.85,6.58
92.65,2173,7.95,14.26
92.68,2128,13.2,9.59
92.56,2369,8.1,17.64
97.16,2400,18.54,9.48
92.72,2199,10.95,16.91
89.35,2155,9.58,16.55
98.09,2301,12.96,10.35
94.47,2046,6.22,12.82
92.55,2240,9.95,14.24
93.63,2417,6.99,17.03
97.22,2514,8.73,13.68
91.79,2167,17.33,11.93
91.28,2390,2.42,14.72
92.78,2064,3.22,18.43
97.88,2143,13.13,13.98
93.59,2194,13.73,8.93
93.67,2036,14.66,8.29
97.07,1987,15.51,7.58
91.23,1715,15.78,9.04
96.14,2135,13.6,10.93
93.46,2197,9.16,14.01
92.72,2432,16.55,7.65
93.05,2149,7.04,16.6
93.54,2071,5.04,14.62
95.83,2398,9.02,13.56
96.53,2369,13.75,16.16
93.31,2341,11.88,13.62
92.09,2308,18.92,1.59
93.3,2042,7.05,14.83
98.67,2472,3.8,18.73
93.87,2479,9.5,17.81
95.25,2236,9.8,17.97
97.97,2410,8.86,14.25
94.19,2024,12.85,11.83
97.34,2064,15.02,5.51
93.46,2354,8.61,17.71
92.95,2351,10.51,14.95
98.04,2559,15.03,4.77
95.87,2093,7.77,13.03
93.84,2144,11.38,16.23
89.75,2510,6.04,14.12
95.47,2216,9.28,16.17
98.76,2170,9.79,14.04
94.36,1868,14.19,3.56
95.04,2314,4.51,15.78
98.8,2452,16.67,11.16
94.42,2342,3.2,11.83
93.29,2578,3.12,8.12
97.78,2443,3.18,19.73
94.72,2423,2.64,16.69
97.44,2416,10.97,15.81
92.62,2144,-1.19,19
89.09,1967,14.25,10.52
93.57,2365,10.77,18.37
95.65,2215,11.19,15.88
91.76,2247,5.89,19.67
94.65,2540,10.95,20.13
98.21,2169,14.32,10.17
90.87,2437,13.5,15.23
95.35,2284,4.12,16.67
96.25,2330,6.95,20.04
89.4,2115,3,13.49
93.86,2413,17.67,9.04
94.01,2191,15.72,15.23
92.91,2038,8.57,17.49
91.68,1913,17.63,-1.97
97.44,2414,13.28,14.02
90.18,2184,9.72,16.25
98.1,2552,10.47,11.98
96.29,2502,16.33,10.97
95.87,2147,8.88,15.53
94.01,2367,2.74,16.75
95.35,2442,7.72,18.09
93.23,1993,2.91,16.35
98.4,2158,12.94,12
90.52,2040,1.49,21.9
86.68,1694,14.68,9.39
96.24,2446,6.53,20.61
93.05,2219,14.01,5.46
88.86,2096,12.23,22.23
93.18,2268,12.59,7.07
93.92,2337,7.06,20.93
92.48,2332,3.18,17.45
92.86,2059,13.8,12.82
95.23,2534,15.01,10.51
90.5,1962,14.42,8.43
93.92,2235,13.87,12.12
94.11,2691,3.6,17.84
92.83,2222,12.82,10.26
96.93,2373,5.95,18.74
94.48,2480,7.74,20.72
95.67,2289,6.38,16.3
91.44,1974,11.4,9.37
93.97,2184,8.96,15.33
87.46,2233,10.58,19.12
92.61,2438,9.28,16.57
91.25,2180,11.78,11.82
95.7,2141,11.95,12.05
94.8,2281,7.11,18.39
92.94,2219,0.1,15.67
88.7,2107,4.15,16.69
93.8,2335,1.39,18.33
92.55,2131,3.64,14.62
94.83,2272,14.07,12.94
98.12,2507,7.64,19.16
94.57,2407,18.8,8.96
96.59,2390,10.77,15.93
95.12,2158,8.66,22.86
93.81,2409,9.55,17.52
94.45,2091,15.25,6.95
93.93,2074,7.06,12.86
96.1,2505,1.77,14.05
95.49,2138,10.55,8.99
87.19,1951,12.41,7.7
94.4,2163,3.75,17.5
93.9,2046,16.4,3.45
91.99,2438,9.82,19.43
94.07,2160,14.69,14.64
96.61,2567,2.95,19.9
98.47,2304,15.64,7.78
93.12,2109,15.56,9.57
91.96,1943,14.02,5.45
94.58,2122,8.41,12.78
94.84,2552,7.64,19.02
92.73,2197,16.07,10.16
97.04,1971,16.02,8.41
95.77,2375,14.18,11.28
95.34,1953,0.01,14.05
93.93,1929,16.99,5.8
93.01,2135,15.24,4.57
91.16,2293,3.91,19.88
96.17,2676,7.95,19.87
93.42,2298,7.44,21.87
93.55,2671,6.03,18.48
98.3,2079,17.44,10.56
95.77,2405,10.63,15.8
89.13,2127,13.39,13.35
91.45,2307,-4.04,18.46
93.74,2428,1.31,20.35
90.63,2298,13.42,17.68
95.25,2053,6.06,13.04
93.66,2443,-2.23,7.83
97.02,2404,16.04,7.1
94.12,2122,11.53,14.45
95.18,2212,10.65,5.02
89.24,1845,2.33,15.59
97.74,2106,12.98,10.68
94.3,2120,12.2,10.99
96.59,2313,17.1,10.05
96.2,2171,15.62,10.45
97.59,2359,12.26,16.03
91.08,2177,16.07,6.54
95.96,2128,8.3,11.39
93.14,2291,12.48,10.41
96.13,2155,7.47,14.6
92.54,1976,10.73,12.93
92.91,2290,8.84,16.12
95.79,2168,5.35,17.63
94.23,2102,8.06,15.29
96,2574,5.29,18.97
97.05,2148,10.8,17.15
93.55,2468,6.91,18.3
99.1,2251,14.06,10.76
93.67,2174,6.48,17.99
94.76,2064,9.71,15.26
93.57,2453,15.03,6.89
89.93,2282,13.3,9.52
93.27,2547,4.56,12.02
92.99,2500,3.18,16.78
94.22,2366,4.66,14.89
96.87,2192,13.97,13.66
91.79,1878,14.04,7.64
88.73,2487,2.53,18.95
94.49,2438,11.49,18.41
96.19,2383,13.48,16.03
96.48,2424,4.43,19.46
98.42,2529,10.15,17.66
93.48,2050,17.17,5.83
92.01,2372,19.38,9.23
96.97,2213,17.71,8.02
95.33,2252,9.29,17.9
93.79,2437,4.62,18.65
95.65,2276,10.05,14.87
88.85,2316,3.22,17.65
97.78,2432,-4.51,13.46
92.74,2026,12.59,13.29
93.72,2084,5.76,15.14
92.43,2175,13.49,13.19
97.44,2986,17.69,7.45
94.42,2363,7.7,16.29
95.33,2070,5.52,18.86
89.36,2489,4.46,21.03
93.66,2351,9.52,19.02
94.5,2611,6.85,19.29
94.26,2348,3.62,14.74
90.34,1833,14.71,7.75
93.09,2075,10.48,15.8
95.21,2303,10.24,14.85
90.21,2093,0.45,19.76
89.75,2112,-1.07,19.35
93.71,2203,16.15,6.59
93.3,2155,12.36,17.19
93.3,1955,3.99,15.11
95.85,2333,11.34,19.36
89.3,2306,6.22,21.07
92.62,2221,3.79,19.75
91.93,1821,14.25,6.81
92.64,2299,4.42,17.39
93.12,1997,3.98,17.49
96.71,2517,10.39,16.88
92.7,2206,-3.72,20.25
93.7,2125,8.44,13.87
92.53,2374,11.51,12.62
95.9,2170,8.24,17.11
94.08,2326,0.29,18.42
88.1,2141,5.44,21.58
91.74,1959,13.33,7.58
91.09,2116,3.51,13.41
92.56,2024,7.35,15.82
96.04,2338,13.99,10.34
91.79,1960,15.74,12.21
92.79,2311,11.8,19.18
98,2412,4.96,14.23
94.54,2252,5.89,13.43
97.06,1996,14.76,6.52
96.63,1843,7.08,14.06
94.26,2214,1.9,19.2
94.02,2307,9.76,15.97
94.6,2320,3.4,13.9
92.43,1851,9.15,16.03
95.68,2494,9.33,20.01
92.22,1981,19.3,7.9
92.07,2201,15.18,9.75
94.37,2425,12.17,14.54
93.58,2058,2.89,22.12
96.18,2484,9.22,17.63
89.78,2131,11.18,5.88
94.49,2187,10.22,12.05
94.89,2457,2.2,16.7
92.94,2184,13.61,15.19
95.13,2259,11.18,15.09
91.37,2144,16.09,11.75
92.8,2121,10.63,9.19
94.39,2540,8.67,17.72
94.49,2239,12.95,11.55
93.09,2229,18.06,6.84
94.67,2034,12.53,5.61
92.35,2452,4.75,16.14
92.43,2166,13.29,10.01
94.72,2351,7.27,18.88
91.42,2004,14.3,13.53
91.75,2298,5.75,15.6
89.78,2107,2.18,13.98
92.86,2108,14.81,14.44
96.56,2294,14.43,3.13
93.14,2070,9.08,15.72
88.99,2115,8.58,16.87
98.24,2180,12.78,17.22
94.97,2539,11.86,18.23
94.32,2442,8.78,19.26
96.88,2124,10.2,7.73
96.07,2198,14.34,13.7
93.08,2003,8.53,15.66
92.14,1908,13.41,8.44
92.74,2401,-2.09,17.54
96.07,2446,4.64,17.3
94.17,2228,3.62,15.77
91.31,2099,20.3,14.18
95.98,2222,10.01,18.68
93.72,2025,2.11,15.21
97.36,2045,12.92,10.15
96.45,2077,11.19,16.7
93.65,2131,6.25,14.32
91.63,2317,6.85,15.45
96.94,2133,17.45,12.16
94.75,2549,17.29,12.33
93.15,2177,15.84,11.38
97.76,2256,10.81,17.25
94.49,2455,11.34,20.32
98.87,2325,11.71,17.61
94.88,2262,5.63,14.64
93.96,2443,17.04,10.66
97.71,2463,6.73,15.93
93.88,2304,6.55,16.16
95.57,2193,16.94,7.6
91.06,2056,5.64,16.5
94.48,2312,14.03,8.91
93.82,1863,14.01,7.95
96.63,2140,7.12,16.01
91.11,2083,17.14,5.1
91.74,2132,13.31,11.32
94.31,2125,7.87,16.53
95.57,2349,9.28,15.97
94.22,2405,8.14,18.21
98.8,2402,6.44,15.62
94.06,2380,11.71,16.55
90.65,1898,15.61,9.11
95.73,2328,10.38,16.95
95.01,2418,7.78,18.73
93.01,2112,6.45,14.89
99.24,2280,8.72,12.44
91.85,2165,5.92,18.37
93.29,2355,4.37,14.41
96.84,2129,1.5,15.34
92.97,1976,8.11,15.79
96.61,2760,9.15,20.61
94.43,2969,8.84,24.26
91.73,2577,-2.82,14.83
92.85,2382,7.14,20.31
97.83,2173,17.58,3.23
93.05,1832,11.46,14.5
92.78,2251,4.19,17.62
90.33,2198,8.96,15.42
89.22,1649,9.17,10.09
94.52,2303,8.81,18.53
97.51,2383,-2.62,16.83
92.19,2091,10.84,3.01
95.37,2239,3.45,17.88
97.56,2488,6.15,15.78
94.5,1841,12.57,15.27
92.16,1945,16.6,12.72
95.57,2027,10.06,14.82
95.65,2464,6.16,15.12
93.56,2190,4.7,18.29
94.63,2197,9.83,16.89
97.1,2402,6.94,10.21
89.04,2294,3.05,16.13
96.8,2090,15.73,10.13
89.06,2128,18.01,4.62
91.97,2299,7.68,19.75
96.22,2346,6.4,18.54
90.44,2067,0.02,17.25
98.76,2010,14.97,13.9
94.69,1952,15.43,7.42
90.08,2019,15.72,7.67
95.3,2222,9.82,14.81
96.49,2262,11.69,3.39
93.01,2036,15.41,8.62
93.04,1852,8.88,12.39
92.75,2180,9.63,16.51
90.83,2065,12.11,12.62
96.63,2277,6.6,17.6
94.47,2290,16.37,11.07
95.3,2060,5.08,12.26
93.6,2048,15.44,12.16
95.16,2176,7.37,17.43
94.67,2521,11.28,16.95
96.93,2486,7.74,19.09
93.18,2203,5.28,19.37
92.71,2153,10.9,18.75
96.05,2008,8.65,15.61
96.15,2548,-1.29,17.02
94.02,2064,9.24,15.07
92.79,2271,8.7,21.36
95.83,2340,12.58,14.6
94.61,2282,10.25,18.27
95.79,2187,18.55,8.26
95.05,1805,12.51,15.5
94.21,2303,3.89,20.59
91.14,2309,10.93,1.87
92.06,2190,3.49,15.79
93.6,2369,11.03,18.05
93.01,2314,7.68,18.69
91.77,2334,17.3,8.26
88.73,2320,4.93,19.35
94.44,2345,8.63,20.73
96,2459,0.3,14.5
89.35,2443,9.51,15.44
94.58,2361,11.73,17.43
94.07,1943,7.22,14.45
94.77,2272,3.49,19.34
92.15,2122,12.58,7.63
93.43,2081,16.95,12.29
93.07,2479,13.36,21.1
100.95,2450,6.76,10.75
95.63,2415,8.33,16.51
98.02,2299,15.94,12.42
95.75,2284,16.89,10
96.89,1955,0.32,12.58
93.11,2103,6.76,17.81
92.87,2401,0.18,16.31
95.47,2108,15.09,10.7
92.08,2202,4.55,15.18
94.13,2249,6.33,17.62
93.65,2401,6.39,12.93
93.79,2254,13.21,17.1
94.49,2287,6.14,17.28
95.89,2388,5.83,17.53
92.49,2357,5.52,20.44
92.8,2328,6.52,17.13
91.63,2041,5.26,11.59
96.81,2162,5.7,17.86
92.89,2095,14.29,-3.9
93.32,2073,17.14,6.08
94.82,1839,9.17,14.53
92.31,2095,15.28,5.42
96.7,2264,0.17,17.51
94.35,2664,3.23,18.33
94.14,2239,2.24,17.53
90.48,2063,16.57,2.68
98.75,2140,19.31,6.03
94.9,1918,17.67,4.24
98.7,2122,19.65,4.58
88.96,2256,-0.07,15.31
89.07,2214,2.47,13.6
93.54,2576,8.27,16.93
92.69,2139,13.41,12.23
91.83,2307,13.89,8.68
97.66,2275,9.23,16.45
95.63,2607,5.18,18.38
95.35,2510,11.71,25.64
92.92,1959,4.22,13.93
97.45,2118,10.46,14.04
94.74,2102,1.67,6.85
94.3,2317,10.87,12.52
90.33,2236,15.23,11.84
94.93,2449,2.08,16.82
96.67,2211,13.59,14.82
91.71,1947,11.46,13.4
93.35,2258,9.38,20.48
92.34,2606,7.22,15.44
95.33,2204,13.79,15.23
96.29,2240,0.18,15.74
93.86,2326,10.83,18
91.15,2091,9.86,17.73
96.51,NULL,9.36,22.81
95.8,2273,11.65,16.42
90.92,2308,8.54,13.73
90.99,2274,13.01,11.52
95.61,2367,5.22,19.09
94.99,2072,7.55,17.54
96.39,2250,14.82,13.75
87.98,2153,3.45,17.15
90.63,1985,6.44,17.44
92.43,2340,11.99,18.05
89.4,2008,13.33,11.15
92.08,2374,8.61,14.9
95.52,2100,4.5,19.55
87.81,2056,13.65,7.72
93.32,2257,11.9,13.3
96,2250,13.13,13.33
95.59,2301,8.21,12.56
96.58,2266,1.71,18.96
92.33,2414,6.78,18.67
96,2164,4,13.4
94.61,2287,-2.8,19.29
94.5,2331,17.11,6.9
90.8,2281,7.66,16.73
94.51,2087,9.08,16.87
91.5,2062,10.98,18.12
92.94,2244,2.88,18.93
92.56,2091,13.82,5.79
92.08,2133,11.48,16.17
96.79,2289,10.93,16.51
91.98,2109,6.82,12.61
94.53,2185,0.98,15.36
94.19,2292,0.11,16.31
94.42,2109,9.09,10.21
95.56,2209,14.83,11.13
94.39,2314,17.37,8.98
